@SampleID:mock_fungi
@Version:0.9.1
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
2	superkingdom	2	Bacteria	11.92188
2759	superkingdom	2759	Eukaryota	87.97387
10239	superkingdom	10239	Viruses	0.10425
2836	phylum	2759|2836	Eukaryota|Bacillariophyta	1.24106
4890	phylum	2759|4890	Eukaryota|Ascomycota	34.50621
5204	phylum	2759|5204	Eukaryota|Basidiomycota	29.46683
1224	phylum	2|1224	Bacteria|Proteobacteria	12.48540
1239	phylum	2|1239	Bacteria|Firmicutes	1.00917
6656	phylum	2759|6656	Eukaryota|Arthropoda	0.11304
35493	phylum	2759|35493	Eukaryota|Streptophyta	9.97937
6073	phylum	2759|6073	Eukaryota|Cnidaria	0.14856
5878	phylum	2759|5878	Eukaryota|Ciliophora	0.14788
2732412	phylum	10239|2732412	Viruses|Phixviricota	0.16119
3041	phylum	2759|3041	Eukaryota|Chlorophyta	4.53428
1913637	phylum	2759|1913637	Eukaryota|Mucoromycota	5.63088
4761	phylum	2759|4761	Eukaryota|Chytridiomycota	0.49246
2608109	phylum	2759|2608109	Eukaryota|Haptista	0.08367
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	0.06433
147541	class	2759|4890|147541	Eukaryota|Ascomycota|Dothideomycetes	6.19725
147548	class	2759|4890|147548	Eukaryota|Ascomycota|Leotiomycetes	0.14250
451435	class	2759|4761|451435	Eukaryota|Chytridiomycota|Chytridiomycetes	0.25275
162481	class	2759|5204|162481	Eukaryota|Basidiomycota|Microbotryomycetes	0.09710
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	0.34039
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	3.15095
155619	class	2759|5204|155619	Eukaryota|Basidiomycota|Agaricomycetes	8.70984
214506	class	2759|1913637|214506	Eukaryota|Mucoromycota|Glomeromycetes	1.83813
3398	class	2759|35493|3398	Eukaryota|Streptophyta|Magnoliopsida	5.10966
33836	class	2759|2836|33836	Eukaryota|Bacillariophyta|Coscinodiscophyceae	0.59208
6658	class	2759|6656|6658	Eukaryota|Arthropoda|Branchiopoda	0.05749
4891	class	2759|4890|4891	Eukaryota|Ascomycota|Saccharomycetes	3.27084
147545	class	2759|4890|147545	Eukaryota|Ascomycota|Eurotiomycetes	2.29297
