2608295	25960.0
194690	98217.0
1	1102554.0
641	6659.0
2	182007.0
33154	5374.0
1978007	669942.0
49546	335070.0
1328030	13263.0
716545	282.0
12429	14.0
2634405	2671.0
4751	4.0
754075	9153.0
4890	14.0
196895	86955.0
4892	102.0
196894	29528.0
2562234	40380.0
1654919	59634.0
451864	41.0
1357706	48292.0
543	4185.0
2023998	358358.0
1910975	956.0
196896	1149270.0
388384	24931.0
10662	5378.0
1910962	2.0
756282	44954.0
756281	39845.0
2686362	6047.0
756280	55681.0
76594	131359.0
91061	3493.0
877240	191310.0
1910954	147251.0
570	477.0
1458860	10942.0
1872678	4500.0
1910951	258561.0
2591644	7123.0
1910950	11279.0
756279	236750.0
573	10430.0
36035	5137.0
135622	25043.0
135623	10.0
1350	605.0
2759	2507.0
200644	21419.0
1224	60912.0
1352	5897.0
186826	3557.0
104264	694827.0
2760928	14140.0
10699	2206.0
1913046	37053.0
976	57918.0
91347	6127.0
72274	4703.0
28883	47046.0
1236	12282.0
201174	394.0
2204151	2.0
1239	15230.0
10841	474.0
1918017	645201.0
1760	5133.0
10849	54450.0
2041340	9170.0
1856120	4791.0
1327985	4395.0
28901	38529.0
2731342	21.0
1327999	48507.0
1327992	17386.0
131567	41232.0
117743	9380.0
1327995	8022.0
1327973	53063.0
68336	502.0
1783272	1877.0
267888	20.0
1327971	4220.0
1874539	57019.0
1327980	35333.0
10744	1378.0
1327982	141979.0
1327983	111323.0
1327976	35343.0
1348585	12090.0
1783270	170.0
53246	366232.0
10239	33715.0
