1	6822.0
6657	3.0
2	943.0
742152	333.0
60419	714.0
1437201	2024.0
159749	1661.0
716546	8184.0
716545	5383.0
6669	328.0
747525	299.0
1300	1.0
2836	256.0
106004	509.0
2026761	325.0
1437197	6.0
4890	1795.0
451868	1261.0
4892	17476.0
519963	589.0
451864	11167.0
543	343.0
33317	11.0
578093	11202.0
45351	435.0
436010	22517.0
1160509	180.0
4143	293.0
55601	2212.0
35127	56.0
28216	42.0
570	26.0
5178	456.0
573	7336.0
5949	180.0
3646	200.0
5185	56.0
33090	1269.0
2231393	197.0
715340	75.0
29000	29.0
2696291	1.0
1358	936.0
147538	2030.0
4432	236.0
5204	2979.0
1280837	275.0
147541	3191.0
10841	2.0
554065	1610.0
33114	2200.0
747089	2993.0
147548	55.0
33634	6.0
147558	181.0
52838	2203.0
71275	280.0
71274	140.0
451435	21.0
355688	28.0
5234	28.0
698492	2150.0
3193	46.0
112252	381.0
4734	6.0
33154	1647.0
280463	245.0
4747	243.0
28556	103.0
44941	3008.0
4751	19084.0
578456	211.0
1255046	143.0
159639	129.0
1392256	500.0
131221	23.0
1824901	91.0
38820	91.0
132261	331.0
984486	306.0
693921	73.0
3502	12.0
2692248	140.0
5042	107.0
683960	688.0
162481	45.0
91061	12.0
5302	2383.0
1910954	427.0
6072	72.0
91835	226.0
1910950	43.0
5052	2697.0
92860	10842.0
650164	240.0
1873369	1950.0
97479	6263.0
2759	72911.0
1224	249.0
5320	1.0
186826	56.0
1048519	1417.0
5323	389.0
388810	1421.0
544730	594.0
91347	19.0
933084	718.0
1236	64.0
27349	1145.0
1239	76.0
5338	190.0
171480	3373.0
3803	80.0
715989	174.0
155619	19838.0
1137138	838.0
4069	10.0
28901	272.0
4071	270.0
214506	4486.0
1437183	11781.0
452333	16.0
131567	16868.0
91888	252.0
159987	177.0
1783272	30.0
1131492	3.0
1379296	173.0
675824	191.0
80379	939.0
5627	522.0
3068	11527.0
